TF_Gene_ID	TF_family	TF_name	Short_descr	Species	Invol_cond
AT5G62000	ARF	ARF2	auxin response factor 2; Auxin response factor 2 (ARF1-binding protein) (ARF1-BP) (Protein MEGAINTEGUMENTA) [ARF2] [MNT] [MTG10.3]	Arabidopsis thaliana	modulate early auxin response genes expression. Promotes flowering, stamen development, floral organ abscission and fruit dehiscence. Functions independently of ethylene and cytokinin response pathways. May act as a repressor of cell division and organ growth.
Os01g0236300	ARF	ARF1	Similar to Auxin response factor 18.; Auxin response factor 1 (OsARF16) [ARF1] [ARF16] [LOC_Os01g13520] [P0708G02.26]	Oryza sativa	NA
Os01g0670800	ARF	ARF2	Similar to Auxin response factor 2.; Auxin response factor 2 (ETTIN-like protein 2) (OsETTIN2) [ARF2] [LOC_Os01g48060]	Oryza sativa	NA
Os01g0753500	ARF	ARF3	Transcriptional factor B3 family protein.; Auxin response factor 3 [ARF3] [LOC_Os01g54990] [P0435B05.36] [P0503C12.8]	Oryza sativa	NA
Os01g0927600	ARF	ARF4	Similar to Auxin response factor 2 (ARF1-binding protein) (ARF1-BP).; Auxin response factor 4 (OsARF2) [ARF4] [ARF2] [LOC_Os01g70270] [OSJNBa0093F16.35]	Oryza sativa	NA
Os02g0557200	ARF	ARF7	Similar to Auxin response factor 1.; Auxin response factor 7 [ARF7] [LOC_Os02g35140] [OSJNBb0038F20.6]	Oryza sativa	NA
Os02g0628600	ARF	ARF8	Similar to Auxin response factor 8.; Auxin response factor 8 [ARF8] [LOC_Os02g41800] [B1469H02.12] [OsJ_07601]	Oryza sativa	NA
Os04g0442000	ARF	ARF9	Similar to Auxin response factor 2 (ARF1-binding protein) (ARF1-BP).; Auxin response factor 9 [ARF9] [LOC_Os04g36054] [OSJNBa0064D20.11]	Oryza sativa	NA
Os04g0519700	ARF	ARF10	Similar to Auxin response factor 10.; Auxin response factor 10 [ARF10] [LOC_Os04g43910] [OsJ_014843] [OSJNBa0019D11.3] [OSJNBb0061C13.15]	Oryza sativa	NA
Os04g0690600	ARF	ARF13	Similar to Auxin response factor 13.; Auxin response factor 13 [ARF13] [LOC_Os04g59430] [OSJNBa0039K24.27]	Oryza sativa	NA
Os05g0515400	ARF	ARF14	Similar to Auxin response factor 14.; Auxin response factor 14 [ARF14] [LOC_Os05g43920] [P0022D06.14]	Oryza sativa	NA
Os05g0563400	ARF	ARF15	Similar to Auxin response factor 15.; Auxin response factor 15 (ETTIN-like protein 1) (OsETTIN1) [ARF15] [LOC_Os05g48870] [OsJ_018762] [OSJNBb0053D02.5]	Oryza sativa	NA
Os06g0685700	ARF	ARF18	Similar to Auxin response factor 16.; Auxin response factor 18 (OsARF10) [ARF18] [ARF10] [LOC_Os06g47150] [P0009H10.43] [P0623A10.1]	Oryza sativa	NA
Os10g0479900	ARF	ARF22	Transcriptional factor B3 family protein.; Auxin response factor 22 [ARF22] [LOC_Os10g33940] [OSJNBa0093B11.2]	Oryza sativa	NA
Os12g0479400	ARF	ARF24	Similar to Isoform 2 of Auxin response factor 24.; Auxin response factor 24 [ARF24] [LOC_Os12g29520]	Oryza sativa	NA
Zm00001d012731	ARF	ARF26	Uncharacterized protein; Auxin response factor	Zea mays	NA
Zm00001d039006	ARF	ARF24	Uncharacterized protein; Auxin response factor (Fragment)	Zea mays	NA
Zm00001d002929	ARF	ARF5	Auxin response factor 5; Uncharacterized protein; Auxin response factor	Zea mays	NA
Zm00001d043922	ARF	ARF12	Auxin response factor 12; Uncharacterized protein	Zea mays	NA
Zm00001d038698	ARF	ARF23	Auxin response factor 4; Uncharacterized protein; Auxin response factor	Zea mays	NA
Zm00001d039267	ARF	ARF7	Auxin response factor 7; Uncharacterized protein	Zea mays	NA
Zm00001d014013	ARF	ARF17	Uncharacterized protein; Auxin response factor	Zea mays	NA
Zm00001d032683	ARF	ARF2	Auxin response factor 2; Uncharacterized protein	Zea mays	NA
Zm00001d043431	ARF	ARF11	Auxin response factor 11; Auxin response factor	Zea mays	NA
Zm00001d051172	ARF	ARF15	Uncharacterized protein; Auxin response factor	Zea mays	NA
Zm00001d011953	ARF	ARF25	Uncharacterized protein; Auxin response factor	Zea mays	NA
Zm00001d003601	B3	ARF6	Auxin response factor 6; Uncharacterized protein	Zea mays	NA
Zm00001d026687	ARF	ARF31	Auxin response factor 31; B3 DNA binding domain containing protein; Uncharacterized protein; Auxin response factor	Zea mays	NA
Zm00001d023659	ARF	ARF28	Uncharacterized protein; Auxin response factor	Zea mays	NA
Zm00001d014507	ARF	ARF19	Auxin response factor 19; Auxin response factor	Zea mays	NA
U48862	Bet_v_1	PCPR1-1; PCPR1-2	Pathogenesis-related protein A (PR1-1)	Petroselinum crispum	NA
U48863	Bet_v_1	pr1-2	Pathogenesis-related protein 1-2 (Fragment)	Petroselinum crispum	NA
AF001454	NA	DPBF-2	Dc3 promoter-binding factor-2	Helianthus annuus	NA
AF001453	NA	DPBF-1	Dc3 promoter-binding factor-1	Helianthus annuus	NA
X67670	NA	LTI65; RD29B; At5g52300; K24M7.3	Low-temperature-induced 65 kDa protein (Desiccation-responsive protein 29B)	Arabidopsis thaliana	NA
X67671	NA	LTI78; COR78; LTI140; RD29A; At5g52310; K24M7.4	Low-temperature-induced 78 kDa protein (Desiccation-responsive protein 29A)	Arabidopsis thaliana	NA
AT1G75520	SRS	SRS5	SHI-related sequence 5; Protein SHI RELATED SEQUENCE 5 [SRS5] [F1B16.17]	Arabidopsis thaliana	promotes auxin homeostasis-regulating gene expression (e.g. YUC genes), as well as genes affecting stamen development, cell expansion and timing of flowering. Synergistically with other SHI-related proteins, regulates gynoecium, stamen and leaf development in a dose-dependent manner, controlling apical-basal patterning. Promotes style and stigma formation, and influences vascular development during gynoecium development. May also have a role in the formation and/or maintenance of the shoot apical meristem (SAM)
AT2G18120	SRS	SRS4	SHI-related sequence 4; Protein SHI RELATED SEQUENCE 4 [SRS4] [F8D23.10]	Arabidopsis thaliana	promotes auxin homeostasis-regulating gene expression (e.g. YUC genes), as well as genes affecting stamen development, cell expansion and timing of flowering. Synergistically with other SHI-related proteins, regulates gynoecium, stamen and leaf development in a dose-dependent manner, controlling apical-basal patterning. Promotes style and stigma formation, and influences vascular development during gynoecium development. May also have a role in the formation and/or maintenance of the shoot apical meristem (SAM)
AT3G54430	SRS	SRS6	SHI-related sequence 6; Protein SHI RELATED SEQUENCE 6 [SRS6] [T12E18.120]	Arabidopsis thaliana	promotes auxin homeostasis-regulating gene expression (e.g. YUC genes), as well as genes affecting stamen development, cell expansion and timing of flowering. Synergistically with other SHI-related proteins, regulates gynoecium, stamen and leaf development in a dose-dependent manner, controlling apical-basal patterning. Promotes style and stigma formation, and influences vascular development during gynoecium development. May also have a role in the formation and/or maintenance of the shoot apical meristem (SAM)
AT4G36260	SRS	STY2; SRS2	Lateral root primordium (LRP) protein-related; Protein SHI RELATED SEQUENCE 2 (Protein STYLISH 2) [SRS2] [STY2] [F23E13.150]	Arabidopsis thaliana	promotes auxin homeostasis-regulating gene expression (e.g. YUC genes), as well as genes affecting stamen development, cell expansion and timing of flowering. Synergistically with other SHI-related proteins, regulates gynoecium, stamen and leaf development in a dose-dependent manner, controlling apical-basal patterning. Promotes style and stigma formation, and influence vascular development during gynoecium development. May also have a role in the formation and/or maintenance of the shoot apical meristem (SAM).
AT5G12330	SRS	LRP1	Lateral root primordium (LRP) protein-related; Protein LATERAL ROOT PRIMORDIUM 1 [LRP1] [T2L20]	Arabidopsis thaliana	promotes auxin homeostasis-regulating gene expression (e.g. YUC genes), as well as genes affecting stamen development, cell expansion and timing of flowering. Synergistically with other SHI-related proteins, regulates gynoecium, stamen and leaf development in a dose-dependent manner, controlling apical-basal patterning. Promotes style and stigma formation, and influence vascular development during gynoecium development. May also have a role in the formation and/or maintenance of the shoot apical meristem (SAM). Modulates root growth.
AT5G66350	SRS	SHI	Lateral root primordium (LRP) protein-related; Protein SHORT INTERNODES [SHI]	Arabidopsis thaliana	promotes auxin homeostasis-regulating gene expression (e.g. YUC genes), as well as genes affecting stamen development, cell expansion and timing of flowering. Synergistically with other SHI-related proteins, regulates gynoecium, stamen and leaf development in a dose-dependent manner, controlling apical-basal patterning. Promotes style and stigma formation, and influences vascular development during gynoecium development. May also have a role in the formation and/or maintenance of the shoot apical meristem (SAM). Suppressor of the gibberellin (GA) signal transduction.
Os02g0782700	ERF	EREBP1	Similar to Transcription factor EREBP1.; Ethylene-responsive transcription factor 1 (Ethylene-responsive element-binding factor 1) (EREBP-1) (OsEREBP1) [EREBP1] [LOC_Os02g54160] [OJ1311_D08.9]	Oryza sativa	NA
AT4G15090	FAR1	FAR1	FRS (FAR1 Related Sequences) transcription factor family; Protein FAR-RED IMPAIRED RESPONSE 1 [FAR1] [dl3590w] [FCAALL.134]	Arabidopsis thaliana	Activates the expression of FHY1 and FHL involved in light responses. Positive regulator of chlorophyll biosynthesis via the activation of HEMB1 gene expression.
AT1G08970	NF-YC	HAP5C; NF-YC9	nuclear factor Y, subunit C9; Nuclear transcription factor Y subunit C-9 (AtNF-YC-9) (Transcriptional activator HAP5C) [NFYC9] [HAP5C] [F7G19.16]	Arabidopsis thaliana	NA
X58142	Tryp_alpha_amyl	NAPB	Napin-B (1.7S seed storage protein) [Cleaved into: Napin-B small chain; Napin-B large chain]	Brassica napus	NA
AJ012284	NA	pbf	PBF protein	Triticum aestivum	NA
AJ000991	NA	BPBF	DNA binding protein	Hordeum vulgare	NA
U82230	NA	pbf1	Uncharacterized protein	Zea mays	NA
AT2G17950	WOX	WUS; PGA6; WUS1	Homeodomain-like superfamily protein; Protein WUSCHEL (AtWUS) (Plant growth activator 6) [WUS] [PGA6] [T27K22.18]	Arabidopsis thaliana	plays a central role during early embryogenesis, oogenesis and flowering, probably by regulating expression of specific genes. Required to specify stem cell identity in meristems, such as shoot apical meristem (SAM). May induce shoot stem cells activity in order to maintain the stem cell identity. Involved in the developmental root meristem. Also required to sustain organogenesis in the floral meristem by contributing to the expression of its own repressor, the AGAMOUS (AG) gene at the end of flower development. Regulates one important step in ovule development to induce integument formation from the underlying chalazal domain. Participates in the promotion of vegetative to embryonic transition.
Zm00001d011252	MYB-related	SMH1	Putative MYB-domain histone H1 family protein; Single myb histone 1 (Protein SINGLE MYB HISTONE1)	Zea mays	NA
X68216	Aux/IAA	IAA4/5	Auxin-induced protein IAA4	Pisum sativum	NA
AT2G43000	NAC	anac042; NAC042	NAC domain containing protein 42; Transcription factor JUNGBRUNNEN 1 (NAC domain-containing protein 42) (ANAC042) [JUB1] [NAC042] [F23E6.1]	Arabidopsis thaliana	Central longevity regulator. Negative regulator of leaf senescence. Modulates cellular H
AT4G04890	HD-ZIP	PDF2	protodermal factor 2; Homeobox-leucine zipper protein PROTODERMAL FACTOR 2 (HD-ZIP protein PDF2) (Homeodomain transcription factor PDF2) [PDF2] [T1J1.3]	Arabidopsis thaliana	Plays a role in maintaining the identity of L1 cells, possibly by interacting with their L1 box or other target-gene promoters.
AT2G36010	E2F/DP	E2F3; ATE2FA	E2F transcription factor 3; Transcription factor E2FA (E2F transcription factor-3) (AtE2F3) [E2FA] [E2F3] [E2F4] [F11F19.8]	Arabidopsis thaliana	Involved in the control of cell-cycle progression from G1 to S phase. Stimulates cell proliferation and delays differentiation.
AT3G18990	B3	VRN1; REM39	AP2/B3-like transcriptional factor family protein; B3 domain-containing transcription factor VRN1 (Protein VERNALIZATION 1) [VRN1] [K13E13.10]	Arabidopsis thaliana	Involved in the regulation of vernalization.
AT4G01500	B3	NGA4	AP2/B3-like transcriptional factor family protein; B3 domain-containing transcription factor NGA4 (Protein NGATHA 4) [NGA4] [F11O4.9]	Arabidopsis thaliana	Regulates lateral organ growth.
AT5G19790	ERF	RAP2.11	related to AP2 11; Ethylene-responsive transcription factor RAP2-11 (Protein RELATED TO APETALA2 11) [RAP2-11] [ERF002] [T29J13.210]	Arabidopsis thaliana	May be involved in the regulation of gene expression by stress factors and by components of stress signal transduction pathways.
AT2G01930	BBR-BPC	BPC1; BBR; ATBPC1	basic pentacysteine1; Protein BASIC PENTACYSTEINE1 (AtBPC1) [BPC1] [F23I14.2]	Arabidopsis thaliana	NA
AT5G42520	BBR-BPC	BPC6; BBR/BPC6; ATBPC6	basic pentacysteine 6; Protein BASIC PENTACYSTEINE6 (AtBPC6) (GAGA-binding transcriptional activator BBR/BPC6) [BPC6] [BBR/BPC6] [MDH9.22]	Arabidopsis thaliana	Transcriptional regulator that specifically binds to GA-rich elements (GAGA-repeats) present in regulatory sequences of genes involved in developmental processes
AT4G38910	BBR-BPC	ATBPC5;BBR/BPC5;BPC5	basic pentacysteine 5	Arabidopsis thaliana	NA
AT5G45300	BES1	BMY2; BAM8	beta-amylase 2; Beta-amylase 8 (EC 3.2.1.2) (1,4-alpha-D-glucan maltohydrolase) (Beta-amylase 2) [BAM8] [BMY2] [K9E15.8]	Arabidopsis thaliana	NA
AT1G06850	bZIP	AtbZIP52;bZIP52	basic leucine-zipper 52	Arabidopsis thaliana	NA
AT3G62420	bZIP	ATBZIP53;BZIP53	basic region/leucine zipper motif 53	Arabidopsis thaliana	NA
AT4G34590	bZIP	ATB2;AtbZIP11;BZIP11;GBF6	G-box binding factor 6	Arabidopsis thaliana	NA
AT5G15830	bZIP	AtbZIP3;bZIP3	basic leucine-zipper 3	Arabidopsis thaliana	NA
AT3G56850	bZIP	AREB3; DPBF3	ABA-responsive element binding protein 3; ABSCISIC ACID-INSENSITIVE 5-like protein 2 (ABA-responsive element-binding protein 3) (Dc3 promoter-binding factor 3) (AtDPBF3) (bZIP transcription factor 66) (AtbZIP66) [DPBF3] [AREB3] [BZIP66] [T8M16_180]	Arabidopsis thaliana	Could participate in abscisic acid-regulated gene expression during seed development.
AT2G04038	bZIP	AtbZIP48;bZIP48	basic leucine-zipper 48	Arabidopsis thaliana	NA
AT2G18160	bZIP	ATBZIP2;bZIP2;GBF5	basic leucine-zipper 2	Arabidopsis thaliana	NA
AT3G10800	bZIP	BZIP28	NA	Arabidopsis thaliana	NA
AT3G30530	bZIP	ATBZIP42;bZIP42	basic leucine-zipper 42	Arabidopsis thaliana	NA
AT5G38800	bZIP	AtbZIP43;bZIP43	basic leucine-zipper 43	Arabidopsis thaliana	NA
AT4G36780	BES1	BEH2	BES1/BZR1 homolog 2; BES1/BZR1 homolog protein 2 [BEH2] [AP22.34] [C7A10_580]	Arabidopsis thaliana	NA
AT1G78700	BES1	BEH4	BES1/BZR1 homolog 4; BES1/BZR1 homolog protein 4 [BEH4] [F9K20.26]	Arabidopsis thaliana	NA
AT4G18890	BES1	BEH3	BES1/BZR1 homolog 3; BES1/BZR1 homolog protein 3 [BEH3] [F13C5_60]	Arabidopsis thaliana	NA
AT4G21030	Dof	ATDOF4.2;ATDOF4;2	Dof-type zinc finger domain-containing protein	Arabidopsis thaliana	NA
AT1G69180	YABBY	CRC	Plant-specific transcription factor YABBY family protein; Protein CRABS CLAW [CRC] [F23O10.23] [F4N2.14]	Arabidopsis thaliana	required for the initiation of nectary development. Also involved in suppressing early radial growth of the gynoecium, in promoting its later elongation and in fusion of its carpels by regulating both cell division and expansion. Establishes the polar differentiation in the carpels by specifying abaxial cell fate in the ovary wall. Regulates both cell division and expansion.
AT2G01940	C2H2	SGR5; ATIDD15	C2H2-like zinc finger protein; Protein SHOOT GRAVITROPISM 5 (Indeterminate(ID)-domain protein 15) (AtIDD15) [SGR5] [IDD15] [F14H20.1]	Arabidopsis thaliana	Involved in inflorescence stems gravitropism, probably by regulating starch accumulation in amyloplasts of graviperceptive cells. Required for stem circumnutation movements.
AT1G51220	C2H2	WIP5	WIP domain protein 5	Arabidopsis thaliana	NA
AT3G13810	C2H2	AtIDD11;IDD11	indeterminate(ID)-domain 11	Arabidopsis thaliana	NA
AT3G50700	C2H2	AtIDD2;IDD2	indeterminate(ID)-domain 2	Arabidopsis thaliana	NA
AT1G13400	C2H2	JGL;NUB	C2H2 and C2HC zinc fingers superfamily protein	Arabidopsis thaliana	"Acts with JAG to promote growth and patterning in stamens and carpels. Promotes the growth of the abaxial and adaxial sides of floral organs. Promotes the growth of the pollen-bearing microsporangia in anthers, the carpel walls of the gynoecium and the establishment of the correct number of cell layers in carpel walls. Promotes leaf blade growth and trichome development. {ECO:0000269|PubMed:16554365}."
AT1G34370	C2H2	STOP1	C2H2 and C2HC zinc fingers superfamily protein; Protein SENSITIVE TO PROTON RHIZOTOXICITY 1 (Zinc finger protein STOP1) [STOP1] [F7P12.7]	Arabidopsis thaliana	Plays a critical role in tolerance to major stress factors in acid soils such as proton H
AT1G72050	C2H2	TFIIIA	transcription factor IIIA	Arabidopsis thaliana	NA
AT5G44160	C2H2	NUC	C2H2-like zinc finger protein; Zinc finger protein NUTCRACKER [NUC] [MLN1.8]	Arabidopsis thaliana	NA
AT5G56930	C3H	emb1789	CCCH-type zinc finger family protein	Arabidopsis thaliana	NA
AT5G42820	C3H	ATU2AF35B;U2AF35B	Zinc finger C-x8-C-x5-C-x3-H type family protein	Arabidopsis thaliana	NA
AT5G14960	E2F/DP	DEL2; E2L1; E2FD	DP-E2F-like 2; E2F transcription factor-like E2FD (DP-E2F-like protein 2) (E2F-like repressor E2L1) [E2FD] [DEL2] [E2L1] [ELP3] [F2G14.80]	Arabidopsis thaliana	Promotes cell proliferation and represses cell elongation. Regulated by proteolysis via a ubiquitin-proteasome pathway.
AT1G47870	E2F/DP	ATE2F2	winged-helix DNA-binding transcription factor family protein; Transcription factor E2FC (E2F transcription factor-2) (AtE2F2) [E2FC] [E2F2] [T2E6.2]	Arabidopsis thaliana	Restricts cell division and is involved in the coordination between cell proliferation and endoreduplication during development. May play a role during the transition from skotomorphogenesis to photomorphogenesis. Regulated by phosphorylation-dependent proteolysis via the protein-ubiquitin ligase SCF(SKP2A) complex.
AT2G45480	GRF	AtGRF9;GRF9	growth-regulating factor 9	Arabidopsis thaliana	NA
AT4G36740	HD-ZIP	HB-5; ATHB40; HB40	homeobox protein 40; Homeobox-leucine zipper protein ATHB-40 (HD-ZIP protein ATHB-40) (Homeodomain transcription factor ATHB-40) [ATHB-40] [C7A10.620]	Arabidopsis thaliana	NA
AT5G66700	HD-ZIP	HB53; HB-8; ATHB53	homeobox 53; Homeobox-leucine zipper protein ATHB-53 (HD-ZIP protein ATHB-53) (Homeodomain transcription factor ATHB-53) [ATHB-53] [HB-8] [MSN2.9]	Arabidopsis thaliana	may play a regulatory role in auxin/cytokinin signaling during root development.
AT3G03660	WOX	WOX11	WUSCHEL related homeobox 11; WUSCHEL-related homeobox 11 [WOX11] [T12J13.6]	Arabidopsis thaliana	Transcription factor which may be involved in developmental processes
AT1G70920	HD-ZIP	ATHB18; HB18	homeobox-leucine zipper protein 18; Homeobox-leucine zipper protein ATHB-X (HD-ZIP protein ATHB-X) (Homeodomain transcription factor ATHB-X) [ATHB-X] [F15H11_25]	Arabidopsis thaliana	NA
AT1G06280	LOB; LBD	LBD2	LOB domain-containing protein 2	Arabidopsis thaliana	NA
AT2G45410	LOB; LBD	LBD19	LOB domain-containing protein 19	Arabidopsis thaliana	NA
AT2G45420	LBD	LBD18	LOB domain-containing protein 18; LOB domain-containing protein 18 (ASYMMETRIC LEAVES 2-like protein 20) (AS2-like protein 20) [LBD18] [ASL20] [F4L23.7]	Arabidopsis thaliana	NA
AT2G30340	LBD	LBD13	LOB domain-containing protein 13; LOB domain-containing protein 13 (ASYMMETRIC LEAVES 2-like protein 10) (AS2-like protein 10) [LBD13] [ASL10] [T9D9.15]	Arabidopsis thaliana	NA
