TF_Gene_ID	TF_family	TF_name	Short_descr	Species	Invol_cond
AT2G01930	BBR-BPC	BPC1; BBR; ATBPC1	basic pentacysteine1; Protein BASIC PENTACYSTEINE1 (AtBPC1) [BPC1] [F23I14.2]	Arabidopsis thaliana	NA
AT5G42520	BBR-BPC	BPC6; BBR/BPC6; ATBPC6	basic pentacysteine 6; Protein BASIC PENTACYSTEINE6 (AtBPC6) (GAGA-binding transcriptional activator BBR/BPC6) [BPC6] [BBR/BPC6] [MDH9.22]	Arabidopsis thaliana	Transcriptional regulator that specifically binds to GA-rich elements (GAGA-repeats) present in regulatory sequences of genes involved in developmental processes
AT4G38910	BBR-BPC	ATBPC5;BBR/BPC5;BPC5	basic pentacysteine 5	Arabidopsis thaliana	NA
AT5G45300	BES1	BMY2; BAM8	beta-amylase 2; Beta-amylase 8 (EC 3.2.1.2) (1,4-alpha-D-glucan maltohydrolase) (Beta-amylase 2) [BAM8] [BMY2] [K9E15.8]	Arabidopsis thaliana	NA
AT2G31220	bHLH	NA	basic helix-loop-helix (bHLH) DNA-binding superfamily protein	Arabidopsis thaliana	NA
AT1G64625	bHLH	NA	Serine/threonine-protein kinase WNK (With No Lysine)-related	Arabidopsis thaliana	NA
AT2G22750	bHLH	NA	basic helix-loop-helix (bHLH) DNA-binding superfamily protein; Transcription factor bHLH18 (Basic helix-loop-helix protein 18) (AtbHLH18) (bHLH 18) (Transcription factor EN 28) (bHLH transcription factor bHLH018) [BHLH18] [EN28] [T30L20.1]	Arabidopsis thaliana	NA
AT1G10720	NA	NA	BSD domain-containing protein	Arabidopsis thaliana	NA
AT1G06850	bZIP	AtbZIP52;bZIP52	basic leucine-zipper 52	Arabidopsis thaliana	NA
AT3G62420	bZIP	ATBZIP53;BZIP53	basic region/leucine zipper motif 53	Arabidopsis thaliana	NA
AT4G34590	bZIP	ATB2;AtbZIP11;BZIP11;GBF6	G-box binding factor 6	Arabidopsis thaliana	NA
AT5G15830	bZIP	AtbZIP3;bZIP3	basic leucine-zipper 3	Arabidopsis thaliana	NA
AT3G56850	bZIP	AREB3; DPBF3	ABA-responsive element binding protein 3; ABSCISIC ACID-INSENSITIVE 5-like protein 2 (ABA-responsive element-binding protein 3) (Dc3 promoter-binding factor 3) (AtDPBF3) (bZIP transcription factor 66) (AtbZIP66) [DPBF3] [AREB3] [BZIP66] [T8M16_180]	Arabidopsis thaliana	Could participate in abscisic acid-regulated gene expression during seed development.
AT2G04038	bZIP	AtbZIP48;bZIP48	basic leucine-zipper 48	Arabidopsis thaliana	NA
AT2G18160	bZIP	ATBZIP2;bZIP2;GBF5	basic leucine-zipper 2	Arabidopsis thaliana	NA
AT3G10800	bZIP	BZIP28	NA	Arabidopsis thaliana	NA
AT3G30530	bZIP	ATBZIP42;bZIP42	basic leucine-zipper 42	Arabidopsis thaliana	NA
AT5G38800	bZIP	AtbZIP43;bZIP43	basic leucine-zipper 43	Arabidopsis thaliana	NA
AT4G36780	BES1	BEH2	BES1/BZR1 homolog 2; BES1/BZR1 homolog protein 2 [BEH2] [AP22.34] [C7A10_580]	Arabidopsis thaliana	NA
AT1G78700	BES1	BEH4	BES1/BZR1 homolog 4; BES1/BZR1 homolog protein 4 [BEH4] [F9K20.26]	Arabidopsis thaliana	NA
AT4G18890	BES1	BEH3	BES1/BZR1 homolog 3; BES1/BZR1 homolog protein 3 [BEH3] [F13C5_60]	Arabidopsis thaliana	NA
AT5G59990	C2C2COlike	NA	CCT motif family protein	Arabidopsis thaliana	NA
AT4G27900	C2C2COlike	NA	CCT motif family protein	Arabidopsis thaliana	NA
AT3G52440	Dof	NA	Dof-type zinc finger DNA-binding family protein	Arabidopsis thaliana	NA
AT4G21040	Dof	NA	Dof-type zinc finger domain-containing protein	Arabidopsis thaliana	NA
AT4G21030	Dof	ATDOF4.2;ATDOF4;2	Dof-type zinc finger domain-containing protein	Arabidopsis thaliana	NA
AT1G69180	YABBY	CRC	Plant-specific transcription factor YABBY family protein; Protein CRABS CLAW [CRC] [F23O10.23] [F4N2.14]	Arabidopsis thaliana	required for the initiation of nectary development. Also involved in suppressing early radial growth of the gynoecium, in promoting its later elongation and in fusion of its carpels by regulating both cell division and expansion. Establishes the polar differentiation in the carpels by specifying abaxial cell fate in the ovary wall. Regulates both cell division and expansion.
AT2G01940	C2H2	SGR5; ATIDD15	C2H2-like zinc finger protein; Protein SHOOT GRAVITROPISM 5 (Indeterminate(ID)-domain protein 15) (AtIDD15) [SGR5] [IDD15] [F14H20.1]	Arabidopsis thaliana	Involved in inflorescence stems gravitropism, probably by regulating starch accumulation in amyloplasts of graviperceptive cells. Required for stem circumnutation movements.
AT4G26030	C2H2	NA	C2H2-like zinc finger protein	Arabidopsis thaliana	NA
AT1G51220	C2H2	WIP5	WIP domain protein 5	Arabidopsis thaliana	NA
AT5G22990	C2H2	NA	C2H2-like zinc finger protein	Arabidopsis thaliana	NA
AT3G13810	C2H2	AtIDD11;IDD11	indeterminate(ID)-domain 11	Arabidopsis thaliana	NA
AT2G15740	C2H2	NA	C2H2-like zinc finger protein	Arabidopsis thaliana	NA
AT3G50700	C2H2	AtIDD2;IDD2	indeterminate(ID)-domain 2	Arabidopsis thaliana	NA
AT1G13400	C2H2	JGL;NUB	C2H2 and C2HC zinc fingers superfamily protein	Arabidopsis thaliana	"Acts with JAG to promote growth and patterning in stamens and carpels. Promotes the growth of the abaxial and adaxial sides of floral organs. Promotes the growth of the pollen-bearing microsporangia in anthers, the carpel walls of the gynoecium and the establishment of the correct number of cell layers in carpel walls. Promotes leaf blade growth and trichome development. {ECO:0000269|PubMed:16554365}."
AT1G34370	C2H2	STOP1	C2H2 and C2HC zinc fingers superfamily protein; Protein SENSITIVE TO PROTON RHIZOTOXICITY 1 (Zinc finger protein STOP1) [STOP1] [F7P12.7]	Arabidopsis thaliana	Plays a critical role in tolerance to major stress factors in acid soils such as proton H
AT1G72050	C2H2	TFIIIA	transcription factor IIIA	Arabidopsis thaliana	NA
AT5G44160	C2H2	NUC	C2H2-like zinc finger protein; Zinc finger protein NUTCRACKER [NUC] [MLN1.8]	Arabidopsis thaliana	NA
AT5G22890	C2H2	NA	C2H2 and C2HC zinc fingers superfamily protein	Arabidopsis thaliana	NA
AT2G41835	C2H2	NA	"zinc finger (C2H2 type, AN1-like) family protein"	Arabidopsis thaliana	NA
AT2G48100	C2H2	NA	Exonuclease family protein	Arabidopsis thaliana	NA
AT5G63260	C3H Zinc finger	NA	Zinc finger C-x8-C-x5-C-x3-H type family protein; Zinc finger CCCH domain-containing protein 67 (AtC3H67) (Zinc finger CCCH domain-containing protein ZFN-like 5) [MDC12.23]	Arabidopsis thaliana	NA
AT3G12130	C3H Zinc finger	NA	KH domain-containing protein / zinc finger (CCCH type) family protein; Zinc finger CCCH domain-containing protein 36 (AtC3H36) [T21B14.5]	Arabidopsis thaliana	NA
AT1G68200	C3H Zinc finger	NA	Zinc finger C-x8-C-x5-C-x3-H type family protein; Zinc finger CCCH domain-containing protein 15 (AtC3H15) [T22E19.17]	Arabidopsis thaliana	NA
AT5G08750	C3H	NA	RING/FYVE/PHD zinc finger superfamily protein	Arabidopsis thaliana	NA
AT5G56930	C3H	emb1789	CCCH-type zinc finger family protein	Arabidopsis thaliana	NA
AT5G58620	C3H Zinc finger	NA	zinc finger (CCCH-type) family protein; Zinc finger CCCH domain-containing protein 66 (AtC3H66) [MZN1.16] [MZN1.8]	Arabidopsis thaliana	NA
AT5G42820	C3H	ATU2AF35B;U2AF35B	Zinc finger C-x8-C-x5-C-x3-H type family protein	Arabidopsis thaliana	NA
AT1G74370	C3H	NA	RING/U-box superfamily protein	Arabidopsis thaliana	NA
AT1G70910	C3H	NA	RING/U-box superfamily protein	Arabidopsis thaliana	NA
AT4G16150	CG-1; CAMTA	NA	calmodulin binding;transcription regulators	Arabidopsis thaliana	NA
AT3G51470	NA	NA	Protein phosphatase 2C family protein	Arabidopsis thaliana	NA
AT5G14960	E2F/DP	DEL2; E2L1; E2FD	DP-E2F-like 2; E2F transcription factor-like E2FD (DP-E2F-like protein 2) (E2F-like repressor E2L1) [E2FD] [DEL2] [E2L1] [ELP3] [F2G14.80]	Arabidopsis thaliana	Promotes cell proliferation and represses cell elongation. Regulated by proteolysis via a ubiquitin-proteasome pathway.
AT1G47870	E2F/DP	ATE2F2	winged-helix DNA-binding transcription factor family protein; Transcription factor E2FC (E2F transcription factor-2) (AtE2F2) [E2FC] [E2F2] [T2E6.2]	Arabidopsis thaliana	Restricts cell division and is involved in the coordination between cell proliferation and endoreduplication during development. May play a role during the transition from skotomorphogenesis to photomorphogenesis. Regulated by phosphorylation-dependent proteolysis via the protein-ubiquitin ligase SCF(SKP2A) complex.
AT3G07220	NA	NA	SMAD/FHA domain-containing protein	Arabidopsis thaliana	NA
AT5G45580	Myb/SANT; G2-like	NA	Homeodomain-like superfamily protein	Arabidopsis thaliana	NA
AT2G40260	Myb/SANT; G2-like	NA	Homeodomain-like superfamily protein	Arabidopsis thaliana	NA
AT4G37180	Myb/SANT; G2-like	NA	Homeodomain-like superfamily protein	Arabidopsis thaliana	NA
AT1G49560	Myb/SANT; G2-like	NA	Homeodomain-like superfamily protein	Arabidopsis thaliana	NA
AT2G20400	Myb/SANT; G2-like	NA	myb-like HTH transcriptional regulator family protein	Arabidopsis thaliana	NA
AT2G38300	Myb/SANT; G2-like	NA	myb-like HTH transcriptional regulator family protein	Arabidopsis thaliana	NA
AT1G66420	GeBP	NA	DNA-binding storekeeper protein-related transcriptional regulator	Arabidopsis thaliana	NA
AT2G45480	GRF	AtGRF9;GRF9	growth-regulating factor 9	Arabidopsis thaliana	NA
AT4G36740	HD-ZIP	HB-5; ATHB40; HB40	homeobox protein 40; Homeobox-leucine zipper protein ATHB-40 (HD-ZIP protein ATHB-40) (Homeodomain transcription factor ATHB-40) [ATHB-40] [C7A10.620]	Arabidopsis thaliana	NA
AT5G66700	HD-ZIP	HB53; HB-8; ATHB53	homeobox 53; Homeobox-leucine zipper protein ATHB-53 (HD-ZIP protein ATHB-53) (Homeodomain transcription factor ATHB-53) [ATHB-53] [HB-8] [MSN2.9]	Arabidopsis thaliana	may play a regulatory role in auxin/cytokinin signaling during root development.
AT3G03660	WOX	WOX11	WUSCHEL related homeobox 11; WUSCHEL-related homeobox 11 [WOX11] [T12J13.6]	Arabidopsis thaliana	Transcription factor which may be involved in developmental processes
AT4G11080	Sox	NA	HMG (high mobility group) box protein	Arabidopsis thaliana	NA
AT1G70920	HD-ZIP	ATHB18; HB18	homeobox-leucine zipper protein 18; Homeobox-leucine zipper protein ATHB-X (HD-ZIP protein ATHB-X) (Homeodomain transcription factor ATHB-X) [ATHB-X] [F15H11_25]	Arabidopsis thaliana	NA
AT2G39900	NA	NA	GATA type zinc finger transcription factor family protein	Arabidopsis thaliana	NA
AT1G06280	LOB; LBD	LBD2	LOB domain-containing protein 2	Arabidopsis thaliana	NA
AT2G45410	LOB; LBD	LBD19	LOB domain-containing protein 19	Arabidopsis thaliana	NA
AT2G45420	LBD	LBD18	LOB domain-containing protein 18; LOB domain-containing protein 18 (ASYMMETRIC LEAVES 2-like protein 20) (AS2-like protein 20) [LBD18] [ASL20] [F4L23.7]	Arabidopsis thaliana	NA
AT2G30340	LBD	LBD13	LOB domain-containing protein 13; LOB domain-containing protein 13 (ASYMMETRIC LEAVES 2-like protein 10) (AS2-like protein 10) [LBD13] [ASL10] [T9D9.15]	Arabidopsis thaliana	NA
AT3G26620	LOB; LBD	LBD23	LOB domain-containing protein 23	Arabidopsis thaliana	NA
AT5G63090	LOB; LBD	LOB	Lateral organ boundaries (LOB) domain family protein	Arabidopsis thaliana	NA
AT1G65620	LBD	AS2	Lateral organ boundaries (LOB) domain family protein; LOB domain-containing protein 6 (Protein ASYMMETRIC LEAVES 2) [LBD6] [AS2] [F5I14.15]	Arabidopsis thaliana	Negative regulator of cell proliferation in the adaxial side of leaves. Regulates the formation of a symmetric lamina and the establishment of venation. May act in parallel with the RDR6-SGS3-AGO7 pathway, an endogenous RNA silencing pathway, to regulate the leaf morphogenesis.
AT1G31140	MADS box; MIKC	AGL63;GOA	GORDITA	Arabidopsis thaliana	NA
AT1G60920	MADS box	AGL55	AGAMOUS-like 55	Arabidopsis thaliana	NA
AT5G48670	M-type	FEM111; AGL80	AGAMOUS-like 80; Agamous-like MADS-box protein AGL80 [AGL80] [FEM111] [K15N18.16]	Arabidopsis thaliana	Controls central cell differentiation during female gametophyte development.
AT5G23930	mTERF	NA	Mitochondrial transcription termination factor family protein	Arabidopsis thaliana	NA
AT3G12720	Myb/SANT; MYB	ATMYB67;ATY53;MYB67;MYB67	myb domain protein 67	Arabidopsis thaliana	NA
AT1G16490	Myb/SANT; MYB	ATMYB58;MYB58	myb domain protein 58	Arabidopsis thaliana	NA
AT1G09540	Myb/SANT; MYB	ATMYB61;MYB61	myb domain protein 61	Arabidopsis thaliana	Plays a role the regulation of stomatal pore size independently of abscisic acid (ABA) (PubMed:16005292). Functions as a transcriptional regulator of stomatal closure. Plays a role the regulation of stomatal pore size independently of abscisic acid (ABA) (PubMed:16005292). Required for seed coat mucilage deposition during the development of the seed coat epidermis (PubMed:19401413).
AT3G08500	Myb/SANT; MYB	AtMYB83;MYB83	myb domain protein 83	Arabidopsis thaliana	NA
AT1G68320	Myb/SANT; MYB	AtMYB62;BW62B;BW62C;MYB62	myb domain protein 62	Arabidopsis thaliana	NA
AT3G01530	MYB	ATMYB57; MYB57	myb domain protein 57; Transcription factor MYB57 (Myb-related protein 57) (AtMYB57) [MYB57] [F4P13.8]	Arabidopsis thaliana	control stamen filament elongation in the late developed flowers.
AT4G32730	MYB	PC-MYB1; MYB3R-1; ATMYB3R-1; ATMYB3R1	Homeodomain-like protein; Myb-related protein 3R-1 (Plant c-MYB-like protein 1) (Protein PC-MYB1) [MYB3R-1] [F4D11.70]	Arabidopsis thaliana	NA
AT2G32460	Myb/SANT; MYB	ATM1;ATMYB101;MYB101	myb domain protein 101	Arabidopsis thaliana	NA
AT5G58850	Myb/SANT; MYB	ATMYB119;MYB119	myb domain protein 119	Arabidopsis thaliana	NA
AT1G25340	Myb/SANT; MYB	AtMYB116;MYB116	myb domain protein 116	Arabidopsis thaliana	NA
AT5G56110	Myb/SANT; MYB	AtMYB103;ATMYB80;MS188;MYB103	myb domain protein 103	Arabidopsis thaliana	NA
AT2G02820	Myb/SANT; MYB	AtMYB88;MYB88	myb domain protein 88	Arabidopsis thaliana	NA
AT3G02940	Myb/SANT; MYB	AtMYB107;MYB107	myb domain protein 107	Arabidopsis thaliana	NA
AT5G54230	Myb/SANT; MYB	AtMYB49;MYB49	myb domain protein 49	Arabidopsis thaliana	NA
AT3G53200	Myb/SANT; MYB	AtMYB27;MYB27	myb domain protein 27	Arabidopsis thaliana	NA
AT5G17800	Myb/SANT; MYB	AtMYB56;MYB56	myb domain protein 56	Arabidopsis thaliana	NA
AT3G27785	Myb/SANT; MYB	ATMYB118;MYB118;PGA37	myb domain protein 118	Arabidopsis thaliana	NA
AT1G34670	Myb/SANT; MYB	AtMYB93;MYB93	myb domain protein 93	Arabidopsis thaliana	NA
AT5G62320	Myb/SANT; MYB	ATMYB99;ATMYBCU15;MYB99	myb domain protein 99	Arabidopsis thaliana	NA
AT2G26960	Myb/SANT; MYB	AtMYB81;MYB81	myb domain protein 81	Arabidopsis thaliana	NA
AT4G05100	Myb/SANT; MYB	AtMYB74;MYB74	myb domain protein 74	Arabidopsis thaliana	NA
AT1G06180	Myb/SANT; MYB	ATMYB13;ATMYBLFGN;MYB13	myb domain protein 13	Arabidopsis thaliana	Functions as component of a regulatory network controlling the establishment and/or development of the shoot system by the regulation of apical meristem function (PubMed:9681014). May play a role in tolerance to boric acid (PubMed:16861809).
AT5G02320	Myb/SANT; MYB	ATMYB3R5;MYB3R-5	myb domain protein 3r-5	Arabidopsis thaliana	NA
AT1G79180	Myb/SANT; MYB	ATMYB63;MYB63	myb domain protein 63	Arabidopsis thaliana	NA
AT3G06490	MYB	MYB108; AtMYB108; BOS1	myb domain protein 108; Transcription factor MYB108 (Myb-related protein 108) (AtMYB108) (Protein BOTRYTIS-SUSCEPTIBLE 1) [MYB108] [BOS1] [F5E6.18]	Arabidopsis thaliana	contributing to the regulation of stamen maturation and male fertility in response to jasmonate signaling. Required for correct timing of anther dehiscence. Acts as a negative regulator of abscisic acid-induced cell death.
AT3G30210	Myb/SANT; MYB	ATMYB121;MYB121	myb domain protein 121	Arabidopsis thaliana	NA
AT5G11510	Myb/SANT; MYB	AtMYB3R4;MYB3R-4	myb domain protein 3r-4	Arabidopsis thaliana	NA
AT3G12820	Myb/SANT; MYB	AtMYB10;MYB10	myb domain protein 10	Arabidopsis thaliana	NA
AT5G10280	Myb/SANT; MYB	ATMYB64;ATMYB92;MYB92	myb domain protein 92	Arabidopsis thaliana	NA
AT3G61250	Myb/SANT; MYB	AtMYB17;MYB17	myb domain protein 17	Arabidopsis thaliana	NA
AT1G69560	Myb/SANT; MYB	ATMYB105;LOF2;MYB105	myb domain protein 105	Arabidopsis thaliana	NA
AT1G66370	MYB	MYB113; AtMYB113	myb domain protein 113; Transcription factor MYB113 (Myb-related protein 113) (AtMYB113) [MYB113] [T27F4.12]	Arabidopsis thaliana	NA
AT4G17785	MYB	MYB39	myb domain protein 39; Transcription factor MYB39 (Myb-related protein 39) (AtMYB39) [MYB39] [FCA0] [dl4925c]	Arabidopsis thaliana	NA
AT1G18570	MYB	MYB51; AtMYB51; BW51A; BW51B; HIG1	myb domain protein 51; Transcription factor MYB51 (Myb-related protein 51) (AtMYB51) (Protein HIGH INDOLIC GLUCOSINOLATE 1) (Transcription factor HIG1) [MYB51] [HIG1] [F25I16.9]	Arabidopsis thaliana	positively regulating indolic glucosinolate biosynthetic pathway genes.
AT5G14340	Myb/SANT; MYB	AtMYB40;MYB40	myb domain protein 40	Arabidopsis thaliana	NA
AT5G40330	MYB	MYB23; ATMYB23; ATMYBRTF	myb domain protein 23; Transcription factor MYB23 (Myb-related protein 23) (AtMYB23) [MYB23] [MPO12.5]	Arabidopsis thaliana	Regulates the epidermal cell fate specification. Mediates the formation of columellae and accumulation of mucilages on seed coats. Controls the elongation of epidermal cells positively in roots but negatively in stems, leading to the promotion of primary roots elongation and repression of leaves and stems elongation, respectively. Ovoids ectopic root-hair formation, probably by inducing GL2 in roots. Controls trichome initiation and branching.
AT4G28110	Myb/SANT; MYB	AtMYB41;MYB41	myb domain protein 41	Arabidopsis thaliana	NA
AT3G09230	Myb/SANT; MYB	AtMYB1;MYB1	myb domain protein 1	Arabidopsis thaliana	NA
AT5G16600	Myb/SANT; MYB	AtMYB43;MYB43	myb domain protein 43	Arabidopsis thaliana	NA
AT5G56840	Myb/SANT; MYB-related	NA	myb-like transcription factor family protein	Arabidopsis thaliana	NA
AT1G49010	Myb/SANT; MYB	NA	Duplicated homeodomain-like superfamily protein	Arabidopsis thaliana	NA
